0.1,2.3,0.0,0.0,0.0,83.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,97.0,0.0,0.0,97.0,43.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,57.0,12.0,41.0,0.0,90.0,0.0,23.0,0.0,15.0,0.0,82.0,7.0,0.0,0.0,0.0,64.0,0.0,0.0,87.0,7.0,0.0,0.0,32.0,41.0,0.0,68.0,30.0,14.0,0.0,0.0,98.0,0.0,0.0,0.0,48.0,75.0,35.0,0.0,11.0,31.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,45.0,22.0,85.0,0.0,3.0,92.0,0.0,39.0,94.0,0.0,86.0,0.0,84.0,98.0,0.0,94.0,0.0,25.0,0.0,14.0,34.0,22.0,68.0,19.0,40.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,86.0,67.0,0.0,0.0,60.0,74.0,90.0,0.0,0.0,66.0,91.0,6.0,98.0,0.0,0.0,0.0,93.0,0.0,83.0,75.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,4.0,49.0,86.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,53.0,0.0,0.0,48.0,31.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0,3.0,14.0,0.0,25.0,76.0,0.0,92.0,1.0,0.0,78.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,62.0,12.0,49.0,0.0,13.0,49.0,0.0,0.0,64.0,50.0,21.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,93.0,0.0,0.0,93.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,60.0,0.0,55.0,33.0,0.0,0.0,18.0,80.0,72.0,47.0,20.0,75.0,0.0,47.0,97.0,0.0,50.0,25.0,0.0,51.0,0.0,40.0,0.0,36.0,0.0,59.0,0.0,55.0,0.0,66.0,0.0,0.0,39.0,0.0,0.0,62.0,97.0,11.0,0.0,41.0,14.0,92.0,0.0,0.0,91.0,48.0,0.0,41.0,92.0,74.0,39.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,70.0,0.0,0.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,83.0,0.0,0.0,96.0,3.0,19.0,98.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,72.0,45.0,0.0,73.0,0.0,28.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,49.0,0.0,64.0,55.0,54.0,74.0,22.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,45.0,67.0,81.0,0.0,0.0,62.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,10.0,21.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,49.0,14.0,76.0,0.0,0.0,82.0,0.0,65.0,41.0,0.0,1.0,0.0,52.0,0.0,0.0,0.0,40.0,54.0,0.0,98.0,0.0,0.0,41.0,0.0,97.0,12.0,94.0,0.0,0.0,0.0,44.0,94.0,61.0,0.0,0.0,94.0,40.0,0.0,0.0,76.0,0.0,0.0,0.0,97.0,0.0,39.0,0.0,0.0,0.0,0.0,81.0,95.0,0.0,0.0,0.0,99.0,93.0,16.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,82.0,79.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,85.0,49.0,0.0,0.0,0.0,44.0,0.0,88.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,55.0,0.0,0.0,77.0,48.0,0.0,3.0,0.0,0.0,82.0,43.0,94.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,56.0,48.0,43.0,79.0,55.0,91.0,0.0,96.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,85.0,60.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,27.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,11.0,65.0,0.0,0.0,0.0,97.0,22.0,68.0,89.0,0.0,3.0,39.0,88.0,31.0,50.0,0.0,0.0,62.0,98.0,25.0,0.0,73.0,0.0,0.0,93.0,36.0,51.0,13.0,31.0,42.0,0.0,78.0,48.0,1.0,21.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,78.0,25.0,0.0,91.0,2.0,0.0,0.0,0.0,0.0,40.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,88.0,51.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,83.0,0.0,60.0,0.0,0.0,0.0,87.0,0.0,0.0,3.0,43.0,0.0,9.0,53.0,49.0,0.0,0.0,0.0,40.0,0.0,68.0,1.0,31.0,40.0,79.0,0.0,0.0,28.0,0.0,0.0,11.0,83.0,67.0,20.0,0.0,59.0,82.0,0.0,67.0,90.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,8.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,78.0,18.0,0.0,0.0,0.0,16.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,79.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,86.0,10.0,59.0,20.0,74.0,0.0,44.0,0.0,98.0,59.0,0.0,39.0,95.0,51.0,97.0,0.0,57.0,57.0,52.0,0.0,82.0,0.0,0.0,29.0,5.0,0.0,0.0,39.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
